Country,Date,Open,High,Low,Close
EE,1989-07,15.2427,25.547,10.594,17.4051
EE,1989-08,17.4051,25.419,8.333,15.4544
EE,1989-09,15.4544,17.799,4.654,12.4681
EE,1989-10,12.4681,12.848,2.293,6.36055
EE,1989-11,6.36055,8.279,-9.431,1.36313
EE,1989-12,1.36313,3.292,-14.244,-3.59753
EE,1990-01,-3.59753,2.181,-15.224,-2.99675
EE,1990-02,-2.99675,6.202,-7.734,1.14727
EE,1990-03,1.14727,10.126,-7.24,1.61218
EE,1990-04,1.61218,14.348,-2.378,6.13277
EE,1990-05,6.13277,17.011,2.118,8.81326
EE,1990-06,8.81326,21.62,5.804,14.0237
EE,1990-07,14.0237,20.093,10.655,15.8918
EE,1990-08,15.8918,23.96,10.384,16.3416
EE,1990-09,16.3416,16.305,3.395,9.56846
EE,1990-10,9.56846,12.326,-1.248,5.8422
EE,1990-11,5.8422,5.543,-7.205,0.701633
EE,1990-12,0.701633,4.074,-9.294,-2.21227
EE,1991-01,-2.21227,2.784,-18.285,-2.93584
EE,1991-02,-2.93584,2.452,-12.219,-5.56465
EE,1991-03,-5.56465,4.657,-9.997,-0.937142
EE,1991-04,-0.937142,14.547,-2.469,3.89078
EE,1991-05,3.89078,12.982,-0.037,7.33913
EE,1991-06,7.33913,20.157,4.229,12.5885
EE,1991-07,12.5885,24.15,10.255,17.043
EE,1991-08,17.043,24.286,11.662,17.2704
EE,1991-09,17.2704,21.836,6.238,11.4338
EE,1991-10,11.4338,15.617,-0.057,6.96169
EE,1991-11,6.96169,6.507,-3.259,3.39125
EE,1991-12,3.39125,5.721,-7.949,-0.541034
EE,1992-01,-0.541034,6.051,-11.889,-0.982265
EE,1992-02,-0.982265,2.159,-10.221,-1.8167
EE,1992-03,-1.8167,6.35,-4.088,0.867858
EE,1992-04,0.867858,11.174,-2.577,2.33211
EE,1992-05,2.33211,21.359,2.314,10.0215
EE,1992-06,10.0215,22.826,7.266,14.7717
EE,1992-07,14.7717,25.6,8.923,16.99
EE,1992-08,16.99,28.699,10.822,16.2998
EE,1992-09,16.2998,24.299,6.833,12.8494
EE,1992-10,12.8494,10.982,-5.728,2.63801
EE,1992-11,2.63801,5.891,-16.069,-1.66968
EE,1992-12,-1.66968,3.424,-8.519,-0.656855
EE,1993-01,-0.656855,3.409,-10.729,-1.86778
EE,1993-02,-1.86778,3.938,-13.543,-2.39676
EE,1993-03,-2.39676,5.421,-9.353,-1.32658
EE,1993-04,-1.32658,15.087,-2.962,3.48991
EE,1993-05,3.48991,21.392,3.526,12.0702
EE,1993-06,12.0702,17.7,5.915,12.0601
EE,1993-07,12.0601,22.852,9.945,15.9646
EE,1993-08,15.9646,20.992,7.637,14.521
EE,1993-09,14.521,14.088,1.16,7.89229
EE,1993-10,7.89229,12.455,-2.398,4.78392
EE,1993-11,4.78392,5.43,-13.181,-4.77669
EE,1993-12,-4.77669,2.776,-11.684,-3.60176
EE,1994-01,-3.60176,2.009,-16.771,-4.80067
EE,1994-02,-4.80067,-3.932,-28.536,-12.5831
EE,1994-03,-12.5831,2.538,-19.069,-3.52673
EE,1994-04,-3.52673,15.12,-1.544,4.80305
EE,1994-05,4.80305,18.132,0.261,7.69519
EE,1994-06,7.69519,20.025,5.576,12.1365
EE,1994-07,12.1365,29.725,10.35,18.8086
EE,1994-08,18.8086,25.773,9.01,16.5041
EE,1994-09,16.5041,17.209,6.836,12.3496
EE,1994-10,12.3496,11.836,-0.901,5.14629
EE,1994-11,5.14629,6.971,-5.839,0.361357
EE,1994-12,0.361357,2.976,-13.215,-1.9378
EE,1995-01,-1.9378,1.492,-12.741,-4.73617
EE,1995-02,-4.73617,2.396,-12.658,-0.77135
EE,1995-03,-0.77135,3.728,-4.837,0.300224
EE,1995-04,0.300224,18.416,-2.642,3.47758
EE,1995-05,3.47758,23.998,-1.11,8.80131
EE,1995-06,8.80131,25.377,9.471,16.2966
EE,1995-07,16.2966,22.53,8.512,15.5669
EE,1995-08,15.5669,23.611,10.649,16.5284
EE,1995-09,16.5284,20.594,5.106,11.8982
EE,1995-10,11.8982,15.152,-2.479,8.25711
EE,1995-11,8.25711,4.334,-6.699,-0.416769
EE,1995-12,-0.416769,1.666,-14.349,-5.87665
EE,1996-01,-5.87665,-0.447,-18.43,-8.59459
EE,1996-02,-8.59459,0.039,-24.711,-11.2015
EE,1996-03,-11.2015,0.682,-15.76,-4.40406
EE,1996-04,-4.40406,12.929,-7.591,2.4117
EE,1996-05,2.4117,17.844,-0.314,8.44445
EE,1996-06,8.44445,19.608,7.308,12.7694
EE,1996-07,12.7694,24.448,9.03,14.843
EE,1996-08,14.843,24.166,11.556,18.1188
EE,1996-09,18.1188,22.86,3.407,10.0853
EE,1996-10,10.0853,12.176,0.877,6.93864
EE,1996-11,6.93864,9.718,-2.467,3.46535
EE,1996-12,3.46535,2.676,-15.891,-4.46918
EE,1997-01,-4.46918,1.473,-13.202,-3.89739
EE,1997-02,-3.89739,2.785,-15.325,-3.37881
EE,1997-03,-3.37881,5.745,-9.166,-1.21659
EE,1997-04,-1.21659,10.857,-4.091,1.72992
EE,1997-05,1.72992,17.475,-0.399,7.08448
EE,1997-06,7.08448,23.859,5.727,15.3335
EE,1997-07,15.3335,25.951,11.302,18.2565
EE,1997-08,18.2565,26.443,10.639,18.9924
EE,1997-09,18.9924,19.864,4.151,11.6045
EE,1997-10,11.6045,11.037,-2.188,4.32473
EE,1997-11,4.32473,6.87,-6.025,0.0740861
EE,1997-12,0.0740861,1.237,-23.301,-5.82645
EE,1998-01,-5.82645,1.538,-13.75,-2.77062
EE,1998-02,-2.77062,2.155,-19.206,-4.59881
EE,1998-03,-4.59881,6.401,-13.989,-3.97738
EE,1998-04,-3.97738,19.011,-9.1,3.39048
EE,1998-05,3.39048,18.473,2.559,9.25326
EE,1998-06,9.25326,23.151,7.019,14.4756
EE,1998-07,14.4756,24.608,10.666,16.0517
EE,1998-08,16.0517,19.56,9.354,14.0812
EE,1998-09,14.0812,19.769,4.086,11.7453
EE,1998-10,11.7453,11.352,0.951,6.28672
EE,1998-11,6.28672,4.394,-10.93,-4.06136
EE,1998-12,-4.06136,3.2,-14.59,-3.92707
EE,1999-01,-3.92707,1.916,-18.157,-5.13386
EE,1999-02,-5.13386,0.717,-19.654,-7.02551
EE,1999-03,-7.02551,4.982,-11.197,-2.54377
EE,1999-04,-2.54377,14.852,-3.784,5.05261
EE,1999-05,5.05261,17.69,-1.6,6.77734
EE,1999-06,6.77734,24.787,5.404,17.3204
EE,1999-07,17.3204,26.016,12.537,18.6899
EE,1999-08,18.6899,25.68,9.468,16.3342
EE,1999-09,16.3342,22.876,7.739,13.7499
EE,1999-10,13.7499,17.792,-1.409,6.87121
EE,1999-11,6.87121,9.486,-7.046,1.80741
EE,1999-12,1.80741,6.036,-8.005,-1.84863
EE,2000-01,-1.84863,2.159,-12.126,-3.05994
EE,2000-02,-3.05994,2.537,-12.558,-2.75929
EE,2000-03,-2.75929,5.931,-7.69,-1.00586
EE,2000-04,-1.00586,19.561,-1.624,5.88712
EE,2000-05,5.88712,19.157,-0.511,9.18075
EE,2000-06,9.18075,24.224,5.3,13.2762
EE,2000-07,13.2762,22.839,10.922,16.3517
EE,2000-08,16.3517,20.032,10.582,15.6947
EE,2000-09,15.6947,17.869,4.814,10.9338
EE,2000-10,10.9338,16.548,1.049,8.261
EE,2000-11,8.261,10.19,-5.034,3.24825
EE,2000-12,3.24825,5.681,-11.606,-0.0423212
EE,2001-01,-0.0423212,2.165,-13.871,-3.64484
EE,2001-02,-3.64484,1.536,-18.919,-6.27681
EE,2001-03,-6.27681,3.306,-11.845,-3.90794
EE,2001-04,-3.90794,16.636,-2.594,4.64194
EE,2001-05,4.64194,16.472,2.388,8.49731
EE,2001-06,8.49731,21.065,4.916,13.4754
EE,2001-07,13.4754,26.114,12.694,20.1439
EE,2001-08,20.1439,24.605,9.457,16.6469
EE,2001-09,16.6469,19.258,3.761,12.2763
EE,2001-10,12.2763,14.344,-0.349,8.08565
EE,2001-11,8.08565,9.085,-9.704,0.0558
EE,2001-12,0.0558,1.371,-20.792,-7.98251
EE,2002-01,-7.98251,1.472,-16.771,-3.4899
EE,2002-02,-3.4899,2.541,-11.324,-1.55585
EE,2002-03,-1.55585,7.572,-7.552,-0.239345
EE,2002-04,-0.239345,14.087,-3.155,4.49741
EE,2002-05,4.49741,19.871,2.185,10.9535
EE,2002-06,10.9535,23.099,9.186,15.3389
EE,2002-07,15.3389,26.261,11.755,18.7448
EE,2002-08,18.7448,26.475,12.832,19.3387
EE,2002-09,19.3387,22.819,3.727,12.4086
EE,2002-10,12.4086,11.11,-4.58,1.77383
EE,2002-11,1.77383,3.657,-14.46,-2.21269
EE,2002-12,-2.21269,0.499,-19.577,-9.17696
EE,2003-01,-9.17696,1.739,-22.881,-8.46508
EE,2003-02,-8.46508,-0.257,-20.936,-8.19592
EE,2003-03,-8.19592,4.247,-13.565,-3.35025
EE,2003-04,-3.35025,15.188,-8.533,1.55191
EE,2003-05,1.55191,20.468,-0.09,8.80027
EE,2003-06,8.80027,19.616,4.922,12.4908
EE,2003-07,12.4908,27.311,12.403,19.5582
EE,2003-08,19.5582,26.341,8.458,16.2721
EE,2003-09,16.2721,19.071,5.134,12.3293
EE,2003-10,12.3293,13.213,-3.718,4.66511
EE,2003-11,4.66511,7.497,-3.204,2.13791
EE,2003-12,2.13791,3.973,-11.373,-0.78044
EE,2004-01,-0.78044,-2.347,-15.339,-8.11085
EE,2004-02,-8.11085,1.542,-17.717,-5.88502
EE,2004-03,-5.88502,4.943,-12.348,-2.21964
EE,2004-04,-2.21964,13.183,-5.403,3.74823
EE,2004-05,3.74823,19.194,1.026,8.8915
EE,2004-06,8.8915,18.88,6.568,12.8792
EE,2004-07,12.8792,22.289,10.638,16.3634
EE,2004-08,16.3634,24.919,10.525,17.2162
EE,2004-09,17.2162,19.101,6.589,12.5014
EE,2004-10,12.5014,14.119,0.629,6.44467
EE,2004-11,6.44467,8.833,-5.729,1.11619
EE,2004-12,1.11619,4.685,-6.721,-0.13494
EE,2005-01,-0.13494,5.898,-12.799,-1.27981
EE,2005-02,-1.27981,0.676,-13.645,-7.47231
EE,2005-03,-7.47231,3.447,-15.382,-5.99173
EE,2005-04,-5.99173,12.827,-2.132,3.55653
EE,2005-05,3.55653,21.076,1.321,9.53044
EE,2005-06,9.53044,21.259,6.746,13.8415
EE,2005-07,13.8415,25.518,12.447,18.858
EE,2005-08,18.858,23.23,11.302,16.6572
EE,2005-09,16.6572,21.55,6.122,13.3761
EE,2005-10,13.3761,15.395,-2.351,7.58242
EE,2005-11,7.58242,8.567,-2.822,3.15264
EE,2005-12,3.15264,3.217,-11.184,-3.33573
EE,2006-01,-3.33573,2.036,-28.861,-6.35797
EE,2006-02,-6.35797,-0.441,-18.743,-9.26979
EE,2006-03,-9.26979,1.431,-13.954,-5.6251
EE,2006-04,-5.6251,13.67,-3.965,3.24125
EE,2006-05,3.24125,17.743,1.604,9.28782
EE,2006-06,9.28782,24.71,6.491,14.8706
EE,2006-07,14.8706,27.9,10.955,18.1246
EE,2006-08,18.1246,24.089,11.133,18.3649
EE,2006-09,18.3649,21.397,5.908,14.4393
EE,2006-10,14.4393,15.745,-1.894,8.1054
EE,2006-11,8.1054,7.293,-6.72,1.76244
EE,2006-12,1.76244,8.226,-3.976,2.68986
EE,2007-01,2.68986,7.117,-12.547,-1.29881
EE,2007-02,-1.29881,1.126,-21.402,-9.61767
EE,2007-03,-9.61767,11.756,-5.635,1.96325
EE,2007-04,1.96325,13.606,-2.931,3.94666
EE,2007-05,3.94666,23.451,-0.699,10.3933
EE,2007-06,10.3933,22.721,7.355,15.3073
EE,2007-07,15.3073,22.814,11.862,17.0313
EE,2007-08,17.0313,26.546,8.589,18.1217
EE,2007-09,18.1217,19.17,7.08,12.0654
EE,2007-10,12.0654,15.823,1.265,7.17153
EE,2007-11,7.17153,9.991,-8.7,0.286065
EE,2007-12,0.286065,4.202,-10.648,0.568652
EE,2008-01,0.568652,3.071,-15.787,-1.93595
EE,2008-02,-1.93595,4.979,-8.039,0.222318
EE,2008-03,0.222318,9.241,-5.589,-0.395403
EE,2008-04,-0.395403,16.26,-0.189,5.61379
EE,2008-05,5.61379,18.239,2.858,9.81698
